2026-06-08 19:58:26: -- Analysis Started by Periodic Timer
2026-06-08 19:58:26: L: Reading State File C:/Users/DavoodYa/Documents/WindowsPowerShell/_gsdata_/_file_state_v4._gs
2026-06-08 19:58:26: R: Reading State File H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/_gsdata_/_file_state_v4._gs
2026-06-08 19:58:26: R: State file does not exist: H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/_gsdata_/_file_state_v4._gs
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/LICENSE.txt' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/LICENSE.txt' (1,093)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Microsoft.PowerShell.ConsoleGuiTools.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Microsoft.PowerShell.ConsoleGuiTools.dll' (48,560)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Microsoft.PowerShell.ConsoleGuiTools.psd1' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Microsoft.PowerShell.ConsoleGuiTools.psd1' (19,088)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Microsoft.PowerShell.OutGridView.Models.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Microsoft.PowerShell.OutGridView.Models.dll' (20,504)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/en-US/ConsoleGuiToolsModule.dll-Help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/en-US/ConsoleGuiToolsModule.dll-Help.xml' (30,509)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/NOTICE.txt' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/NOTICE.txt' (12,619)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/NStack.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/NStack.dll' (236,592)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/PSGetModuleInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/PSGetModuleInfo.xml' (5,973)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/README.md' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/README.md' (9,966)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/Format.ps1xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/Format.ps1xml' (31,308)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Terminal.Gui.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Terminal.Gui.dll' (645,680)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/Microsoft.WinGet.Client.Cmdlets.dll-Help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/Microsoft.WinGet.Client.Cmdlets.dll-Help.xml' (352,644)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/DirectDependencies/Microsoft.WinGet.Client.Engine.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/DirectDependencies/Microsoft.WinGet.Client.Engine.dll' (162,336)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/Microsoft.WinGet.Client.Cmdlets.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/Microsoft.WinGet.Client.Cmdlets.dll' (38,464)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/Microsoft.WinGet.Client.psd1' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/Microsoft.WinGet.Client.psd1' (20,190)
2026-06-08 19:58:29: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/WindowsPackageManager.dll' (8,327,712)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/Microsoft.Management.Deployment.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/Microsoft.Management.Deployment.dll' (152,136)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/Microsoft.Management.Deployment.winmd' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/Microsoft.Management.Deployment.winmd' (59,936)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Microsoft.Win32.Registry.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Microsoft.Win32.Registry.dll' (26,496)
2026-06-08 19:58:29: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/WindowsPackageManager.dll' (8,327,712)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/winrtact.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/winrtact.dll' (271,432)
2026-06-08 19:58:29: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Octokit.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Octokit.dll' (1,194,032)
2026-06-08 19:58:29: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Octokit.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Octokit.dll' (1,194,032)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Semver.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Semver.dll' (86,624)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Newtonsoft.Json.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Newtonsoft.Json.dll' (722,272)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Microsoft.WinGet.SharedLib.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Microsoft.WinGet.SharedLib.dll' (27,168)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/Microsoft.Management.Deployment.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/Microsoft.Management.Deployment.dll' (163,352)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/Microsoft.Management.Deployment.winmd' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/Microsoft.Management.Deployment.winmd' (59,936)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/winrtact.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/winrtact.dll' (286,752)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/Microsoft.Management.Deployment.winmd' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/Microsoft.Management.Deployment.winmd' (59,936)
2026-06-08 19:58:29: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/WindowsPackageManager.dll' (7,359,000)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/Microsoft.Management.Deployment.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/Microsoft.Management.Deployment.dll' (129,600)
2026-06-08 19:58:29: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/WindowsPackageManager.dll' (6,650,440)
2026-06-08 19:58:29: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/WindowsPackageManager.dll' (7,359,000)
2026-06-08 19:58:29: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/DirectDependencies/Microsoft.WinGet.Client.Engine.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/DirectDependencies/Microsoft.WinGet.Client.Engine.dll' (2,806,808)
2026-06-08 19:58:29: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/WindowsPackageManager.dll' (6,650,440)
2026-06-08 19:58:29: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/DirectDependencies/Microsoft.WinGet.Client.Engine.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/DirectDependencies/Microsoft.WinGet.Client.Engine.dll' (2,806,808)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/Microsoft.WinGet.Client.Cmdlets.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/Microsoft.WinGet.Client.Cmdlets.dll' (39,456)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/winrtact.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/winrtact.dll' (241,184)
2026-06-08 19:58:29: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/WindowsPackageManager.dll' (8,327,712)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/Microsoft.Management.Deployment.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/Microsoft.Management.Deployment.dll' (152,136)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/Microsoft.Management.Deployment.winmd' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/Microsoft.Management.Deployment.winmd' (59,936)
2026-06-08 19:58:29: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/WindowsPackageManager.dll' (8,327,712)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/winrtact.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/winrtact.dll' (271,432)
2026-06-08 19:58:29: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Octokit.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Octokit.dll' (1,194,032)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Microsoft.WinGet.SharedLib.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Microsoft.WinGet.SharedLib.dll' (27,168)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Newtonsoft.Json.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Newtonsoft.Json.dll' (722,816)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Semver.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Semver.dll' (86,576)
2026-06-08 19:58:29: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Octokit.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Octokit.dll' (1,194,032)
2026-06-08 19:58:29: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/WindowsPackageManager.dll' (7,359,000)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/Microsoft.Management.Deployment.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/Microsoft.Management.Deployment.dll' (163,352)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/Microsoft.Management.Deployment.winmd' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/Microsoft.Management.Deployment.winmd' (59,936)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/winrtact.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/winrtact.dll' (286,752)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/Microsoft.Management.Deployment.winmd' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/Microsoft.Management.Deployment.winmd' (59,936)
2026-06-08 19:58:29: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/WindowsPackageManager.dll' (6,650,440)
2026-06-08 19:58:29: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/WindowsPackageManager.dll' (6,650,440)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/winrtact.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/winrtact.dll' (241,184)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/Microsoft.Management.Deployment.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/Microsoft.Management.Deployment.dll' (129,600)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/NOTICE.txt' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/NOTICE.txt' (513,963)
2026-06-08 19:58:29: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/WindowsPackageManager.dll' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/WindowsPackageManager.dll' (7,359,000)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/.signature.p7s' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/.signature.p7s' (12,873)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/bsi.cose' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/bsi.cose' (5,788)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/bsi.json' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/bsi.json' (888)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.cat' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.cat' (12,056)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.spdx.cose' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.spdx.cose' (5,788)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.spdx.json' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.spdx.json' (28,784)
2026-06-08 19:58:29: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.spdx.json.sha256' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.spdx.json.sha256' (64)
